"EVENT_DATE	YEAR	TIME_PRECISION	EVENT_TYPE	INTERACTION	COUNTRY	ADMIN1	ADMIN2	LATITUDE	LONGITUDE	GEO_PRECISION	FATALITIES	latlong"
"10/02/2016	2016	1	Remote violence	17	Sudan	Darfur	Central Darfur	13.27806	24.44750	1	1	""13.278056,24.4475"""
"10/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	11.27400	23.43700	1	0	""11.274,23.437"""
"10/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.51573	24.86526	1	2	""13.515734,24.865255"""
"11/02/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.12847	24.28137	1	0	""13.12847,24.28137"""
"12/02/2016	2016	1	Remote violence	17	Sudan	Darfur	Central Darfur	13.05203	24.14805	1	8	""13.05203,24.14805"""
"12/02/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.12847	24.28137	1	0	""13.12847,24.28137"""
"12/02/2016	2016	1	Remote violence	17	Sudan	Darfur	Central Darfur	12.56583	23.01139	2	1	""12.565833,23.011389"""
"13/02/2016	2016	1	Remote violence	17	Sudan	Kordofan	South Kordofan	11.87498	30.46880	2	0	""11.87498,30.4688"""
"13/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	South Darfur	12.88254	24.48805	1	1	""12.882542,24.488047"""
"13/02/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.12847	24.28137	1	0	""13.12847,24.28137"""
"13/02/2016	2016	1	Remote violence	17	Sudan	Darfur	Central Darfur	13.11370	24.18222	1	2	""13.1137,24.18222"""
"13/02/2016	2016	1	Riots/Protests	60	Sudan	Khartoum	Khartoum	15.57253	32.53635	1	0	""15.572527,32.536353"""
"13/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.96680	24.03358	2	0	""12.9668,24.03358"""
"13/02/2016	2016	1	Remote violence	17	Sudan	Kordofan	South Kordofan	12.33260	31.08650	1	0	""12.3326,31.0865"""
"14/02/2016	2016	1	Battle-No change of territory	44	Sudan	Darfur	South Darfur	10.89507	24.90259	1	20	""10.895065,24.902591"""
"14/02/2016	2016	1	Remote violence	17	Sudan	Kordofan	South Kordofan	11.87498	30.46880	1	0	""11.87498,30.4688"""
"14/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.35000	24.36667	1	0	""14.35,24.366667"""
"14/02/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.16667	24.36667	2	0	""13.166667,24.366667"""
"14/02/2016	2016	1	Remote violence	17	Sudan	Kordofan	South Kordofan	12.33260	31.08650	1	0	""12.3326,31.0865"""
"15/02/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.67952	30.45190	1	67	""11.679517,30.4519"""
"15/02/2016	2016	1	Strategic development	44	Sudan	Darfur	East Darfur	11.46186	26.12583	1	0	""11.46186,26.12583"""
"15/02/2016	2016	1	Battle-Non-state actor overtakes territory	12	Sudan	Darfur	Central Darfur	12.98956	24.14589	1	53	""12.98956,24.14589"""
"15/02/2016	2016	3	Battle-No change of territory	24	Sudan	Darfur	South Darfur	12.05557	24.89058	2	4	""12.055573,24.890583"""
"15/02/2016	2016	2	Violence against civilians	37	Sudan	Darfur	South Darfur	12.38808	25.08625	1	0	""12.388083,25.08625"""
"15/02/2016	2016	1	Remote violence	17	Sudan	Kordofan	South Kordofan	10.86140	30.03280	2	1	""10.8614,30.0328"""
"16/02/2016	2016	1	Violence against civilians	37	Sudan	Kordofan	South Kordofan	11.32056	27.79667	1	2	""11.32056,27.79667"""
"16/02/2016	2016	1	Remote violence	10	Sudan	Kordofan	South Kordofan	11.87498	30.46880	1	0	""11.87498,30.4688"""
"16/02/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	12.88612	24.15283	2	0	""12.88612,24.15283"""
"16/02/2016	2016	1	Riots/Protests	60	Sudan	Khartoum	Khartoum	15.57253	32.53635	1	0	""15.572527,32.536353"""
"16/02/2016	2016	1	Riots/Protests	16	Sudan	Khartoum	Khartoum	15.64472	32.45485	1	0	""15.644718,32.454851"""
"16/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	South Darfur	12.38808	25.08625	2	0	""12.388083,25.08625"""
"17/02/2016	2016	1	Violence against civilians	37	Sudan	Kordofan	South Kordofan	11.32056	27.79667	1	2	""11.32056,27.79667"""
"17/02/2016	2016	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	11.40280	33.40190	2	17	""11.4028,33.4019"""
"17/02/2016	2016	1	Remote violence	17	Sudan	Darfur	South Darfur	12.46641	24.09995	2	10	""12.466407,24.09995"""
"17/02/2016	2016	1	Violence against civilians	16	Sudan	Khartoum	Khartoum	15.57253	32.53635	1	0	""15.572527,32.536353"""
"17/02/2016	2016	1	Violence against civilians	37	Sudan	Khartoum	Khartoum	15.63650	32.53034	1	0	""15.636499,32.530335"""
"17/02/2016	2016	1	Violence against civilians	17	Sudan	Khartoum	Khartoum	15.63650	32.53034	1	0	""15.636499,32.530335"""
"17/02/2016	2016	1	Battle-No change of territory	12	Sudan	Darfur	Central Darfur	12.98956	24.14589	2	27	""12.98956,24.14589"""
"18/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	South Darfur	11.16218	25.13474	1	2	""11.162181,25.134742"""
"18/02/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.12847	24.28137	2	0	""13.12847,24.28137"""
"20/02/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.12847	24.28137	2	0	""13.12847,24.28137"""
"20/02/2016	2016	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	11.50190	34.15010	1	201	""11.5019,34.1501"""
"22/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.02700	23.79181	1	0	""14.027,23.791806"""
"22/02/2016	2016	2	Strategic development	17	Sudan	Darfur	South Darfur	10.90450	24.92481	1	0	""10.9045,24.92481"""
"22/02/2016	2016	2	Violence against civilians	37	Sudan	Darfur	North Darfur	13.51573	24.86526	2	2	""13.515734,24.865255"""
"23/02/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	12.93462	24.13434	1	0	""12.93462,24.13434"""
"23/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.15213	24.76425	1	1	""13.152125,24.764247"""
"23/02/2016	2016	1	Remote violence	17	Sudan	Darfur	South Darfur	13.03451	24.47179	1	1	""13.034508,24.471794"""
"23/02/2016	2016	1	Remote violence	10	Sudan	Darfur	South Darfur	12.73320	24.26687	1	0	""12.733198,24.266865"""
"23/02/2016	2016	1	Remote violence	10	Sudan	Darfur	South Darfur	12.06255	24.44273	1	0	""12.06255,24.442733"""
"23/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	South Darfur	12.50521	24.28546	2	0	""12.505209,24.285461"""
"23/02/2016	2016	1	Remote violence	10	Sudan	Darfur	South Darfur	10.76917	25.06746	1	0	""10.769167,25.067461"""
"23/02/2016	2016	1	Battle-No change of territory	33	Sudan	Darfur	North Darfur	13.59506	23.25744	1	7	""13.595056,23.257444"""
"23/02/2016	2016	1	Battle-No change of territory	33	Sudan	Darfur	North Darfur	13.31014	25.08774	2	12	""13.310141,25.087744"""
"23/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	South Darfur	12.27003	25.18206	1	0	""12.270028,25.182056"""
"24/02/2016	2016	1	Battle-No change of territory	13	Sudan	Darfur	South Darfur	11.19222	24.39861	1	2	""11.192222,24.398611"""
"24/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	West Darfur	12.75000	22.58330	1	1	""12.75,22.5833"""
"25/02/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	10.83798	29.31792	2	23	""10.837983,29.317917"""
"26/02/2016	2016	1	Remote violence	10	Sudan	Kordofan	South Kordofan	11.87498	30.46880	2	0	""11.87498,30.4688"""
"26/02/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.95000	29.48333	1	32	""11.95,29.483333"""
"27/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.02700	23.79181	2	0	""14.027,23.791806"""
"27/02/2016	2016	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.13602	25.55285	2	1	""14.13602,25.552851"""
"27/02/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	10.36667	31.51667	1	31	""10.366667,31.516667"""
"28/02/2016	2016	1	Battle-No change of territory	48	Sudan	Darfur	East Darfur	11.46186	26.12583	2	3	""11.46186,26.12583"""
"29/02/2016	2016	2	Battle-Government regains territory	12	Sudan	Darfur	Central Darfur	13.27564	24.63691	1	0	""13.275642,24.636914"""
"01/03/2016	2016	1	Riots/Protests	16	Sudan	Kordofan	South Kordofan	11.71917	28.32944	2	0	""11.719167,28.329444"""
"01/03/2016	2016	1	Strategic development	10	Sudan	Darfur	Central Darfur	13.12847	24.28137	2	0	""13.12847,24.28137"""
"01/03/2016	2016	1	Riots/Protests	60	Sudan	Khartoum	Khartoum	15.57253	32.53635	1	0	""15.572527,32.536353"""
"01/03/2016	2016	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.13602	25.55285	2	0	""14.13602,25.552851"""
"01/03/2016	2016	1	Remote violence	10	Sudan	Darfur	South Darfur	11.95284	25.24822	1	0	""11.95284,25.24822"""
"02/03/2016	2016	1	Riots/Protests	60	Sudan	Darfur	South Darfur	12.00517	25.01537	1	0	""12.005172,25.015369"""
"02/03/2016	2016	1	Remote violence	17	Sudan	Darfur	West Darfur	13.39754	23.14839	1	13	""13.397536,23.148394"""
"03/03/2016	2016	1	Remote violence	17	Sudan	Darfur	Central Darfur	12.88612	24.15283	2	0	""12.88612,24.15283"""
"03/03/2016	2016	1	Strategic development	14	Sudan	Darfur	South Darfur	12.05557	24.89058	3	0	""12.055573,24.890583"""
"05/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.20200	29.64060	1	3	""11.202,29.6406"""
"05/03/2016	2016	1	Remote violence	17	Sudan	Darfur	Central Darfur	12.88612	24.15283	1	2	""12.88612,24.15283"""
"05/03/2016	2016	1	Remote violence	17	Sudan	Darfur	Central Darfur	13.16667	24.36667	2	1	""13.166667,24.366667"""
"05/03/2016	2016	1	Violence against civilians	17	Sudan	Darfur	South Darfur	12.73320	24.26687	2	7	""12.733198,24.266865"""
"05/03/2016	2016	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.66775	24.95169	1	0	""13.66775,24.951694"""
"06/03/2016	2016	1	Remote violence	10	Sudan	Darfur	South Darfur	13.09878	24.71122	1	0	""13.098783,24.711217"""
"07/03/2016	2016	2	Strategic development	10	Sudan	Kordofan	South Kordofan	11.014238	29.729401	2	0	""11.014238,29.729401"""
"08/03/2016	2016	1	Violence against civilians	37	Sudan	Darfur	South Darfur	11.01686	24.33314	1	1	""11.016862,24.333135"""
"08/03/2016	2016	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	13.27564	24.63691	2	2	""13.275642,24.636914"""
"08/03/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.27564	24.63691	2	0	""13.275642,24.636914"""
"08/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.20200	29.64060	1	16	""11.202,29.6406"""
"08/03/2016	2016	1	Strategic development	30	Sudan	Darfur	Central Darfur	12.05000	23.25000	2	0	""12.050001,23.25"""
"08/03/2016	2016	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.28333	24.78333	1	0	""13.283333,24.783333"""
"09/03/2016	2016	1	Riots/Protests	60	Sudan	Darfur	North Darfur	13.62639	25.35594	1	0	""13.626394,25.355939"""
"09/03/2016	2016	1	Battle-No change of territory	23	Sudan	Darfur	Central Darfur	12.05000	23.25000	2	12	""12.050001,23.25"""
"09/03/2016	2016	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	11.50190	34.15010	1	9	""11.5019,34.1501"""
"09/03/2016	2016	1	Battle-No change of territory	38	Sudan	Darfur	North Darfur	14.20647	24.64988	2	2	""14.206471,24.649877"""
"09/03/2016	2016	1	Remote violence	37	Sudan	Darfur	North Darfur	13.99618	24.90428	1	2	""13.996183,24.904276"""
"10/03/2016	2016	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	11.50190	34.15010	1	9	""11.5019,34.1501"""
"10/03/2016	2016	1	Riots/Protests	60	Sudan	Khartoum	Khartoum	15.64472	32.45485	1	0	""15.644718,32.454851"""
"10/03/2016	2016	1	Riots/Protests	60	Sudan	Kassala	Red Sea	19.58958	37.21520	1	0	""19.589584,37.215203"""
"10/03/2016	2016	1	Riots/Protests	60	Sudan	Blue Nile	Sennar	13.54219	33.61724	1	0	""13.542189,33.617238"""
"10/03/2016	2016	2	Riots/Protests	60	Sudan	Darfur	North Darfur	13.626390	25.355940	1	0	""13.62639,25.35594"""
"12/03/2016	2016	1	Battle-No change of territory	12	Sudan	Darfur	South Darfur	12.505209	24.285461	2	37	""12.505209,24.285461"""
"12/03/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.128470	24.281370	2	0	""13.12847,24.28137"""
"12/03/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.166667	24.366667	2	0	""13.166667,24.366667"""
"12/03/2016	2016	1	Remote violence	17	Sudan	Darfur	South Darfur	12.733200	24.266870	2	3	""12.7332,24.26687"""
"12/03/2016	2016	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.886120	24.152830	2	0	""12.88612,24.15283"""
"13/03/2016	2016	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	11.789792	34.359864	2	0	""11.789792,34.359864"""
"13/03/2016	2016	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	11.501900	34.150100	1	42	""11.5019,34.1501"""
"13/03/2016	2016	1	Remote violence	10	Sudan	Blue Nile	Blue Nile	11.350000	34.138500	1	0	""11.35,34.1385"""
"13/03/2016	2016	1	Violence against civilians	16	Sudan	Khartoum	Khartoum	15.572527	32.536353	1	0	""15.572527,32.536353"""
"14/03/2016	2016	1	Battle-No change of territory	23	Sudan	Darfur	West Darfur	13.134861	22.897203	1	0	""13.134861,22.897203"""
"14/03/2016	2016	1	Remote violence	10	Sudan	Darfur	North Darfur	13.152130	24.764250	1	0	""13.15213,24.76425"""
"14/03/2016	2016	1	Remote violence	10	Sudan	Darfur	North Darfur	13.144925	24.686039	2	0	""13.144925,24.686039"""
"14/03/2016	2016	1	Remote violence	10	Sudan	Darfur	North Darfur	13.333060	24.899720	1	0	""13.33306,24.89972"""
"14/03/2016	2016	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.970667	23.543167	1	0	""12.970667,23.543167"""
"14/03/2016	2016	1	Violence against civilians	47	Sudan	Darfur	North Darfur	13.515734	24.865255	2	1	""13.515734,24.865255"""
"15/03/2016	2016	1	Battle-No change of territory	38	Sudan	Darfur	West Darfur	13.022550	22.054107	1	1	""13.02255,22.054107"""
"15/03/2016	2016	1	Battle-No change of territory	13	Sudan	Darfur	West Darfur	13.441266	22.445404	2	1	""13.441266,22.445404"""
"15/03/2016	2016	1	Violence against civilians	17	Sudan	Blue Nile	Blue Nile	11.789790	34.359860	1	0	""11.78979,34.35986"""
"16/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	North Kordofan	13.167649	30.244894	3	5	""13.167649,30.244894"""
"16/03/2016	2016	1	Battle-No change of territory	23	Sudan	Darfur	Central Darfur	13.136511	24.149263	1	10	""13.136511,24.149263"""
"16/03/2016	2016	1	Remote violence	17	Sudan	Darfur	South Darfur	13.071028	24.515139	2	1	""13.071028,24.515139"""
"16/03/2016	2016	1	Riots/Protests	60	Sudan	Kassala	Red Sea	19.589580	37.215200	1	0	""19.58958,37.2152"""
"19/03/2016	2016	1	Battle-No change of territory	12	Sudan	Darfur	Central Darfur	12.98956	24.14589	2	13	""12.98956,24.14589"""
"19/03/2016	2016	1	Remote violence	10	Sudan	Darfur	North Darfur	13.42787	24.34590	2	0	""13.427869,24.345903"""
"19/03/2016	2016	1	Remote violence	10	Sudan	Darfur	Central Darfur	12.70888	23.46408	1	0	""12.708883,23.464075"""
"19/03/2016	2016	1	Remote violence	13	Sudan	Darfur	North Darfur	13.48222	24.76664	1	4	""13.482222,24.766639"""
"20/03/2016	2016	1	Remote violence	17	Sudan	Darfur	South Darfur	13.02906	24.43903	1	2	""13.029056,24.439028"""
"21/03/2016	2016	1	Battle-No change of territory	12	Sudan	Darfur	Central Darfur	13.09500	24.27743	2	10	""13.095,24.27743"""
"21/03/2016	2016	1	Riots/Protests	16	Sudan	Kassala	Gedaref	14.04793	35.38835	2	0	""14.047931,35.38835"""
"22/03/2016	2016	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.31014	25.08774	1	0	""13.310141,25.087744"""
"24/03/2016	2016	1	Remote violence	17	Sudan	Kordofan	South Kordofan	11.009700	30.012200	1	2	""11.0097,30.0122"""
"24/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	10.837983	29.317917	1	0	""10.837983,29.317917"""
"25/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	10.50667	29.96000	2	0	""10.50667,29.96"""
"25/03/2016	2016	1	Remote violence	10	Sudan	Kordofan	South Kordofan	10.89328	30.03215	1	0	""10.893283,30.03215"""
"25/03/2016	2016	1	Remote violence	17	Sudan	Kordofan	South Kordofan	11.89511	31.66536	1	1	""11.895111,31.665361"""
"25/03/2016	2016	1	Remote violence	10	Sudan	Kordofan	South Kordofan	11.21079	30.52480	1	0	""11.21079,30.5248"""
"25/03/2016	2016	1	Remote violence	10	Sudan	Kordofan	South Kordofan	11.41667	30.53333	1	0	""11.416667,30.533333"""
"25/03/2016	2016	1	Remote violence	10	Sudan	Kordofan	South Kordofan	11.333333	30.550000	1	0	""11.333333,30.55"""
"25/03/2016	2016	1	Remote violence	10	Sudan	Blue Nile	Blue Nile	10.300000	34.126300	1	0	""10.3,34.1263"""
"25/03/2016	2016	1	Remote violence	10	Sudan	Blue Nile	Blue Nile	11.221390	34.657780	2	0	""11.22139,34.65778"""
"25/03/2016	2016	1	Remote violence	10	Sudan	Blue Nile	Blue Nile	10.253760	34.117040	1	0	""10.25376,34.11704"""
"25/03/2016	2016	1	Remote violence	37	Sudan	Darfur	North Darfur	15.066848	23.716880	1	6	""15.066848,23.71688"""
"25/03/2016	2016	1	Battle-No change of territory	12	Sudan	Darfur	South Darfur	12.754170	24.483470	2	9	""12.75417,24.48347"""
"25/03/2016	2016	1	Remote violence	17	Sudan	Kordofan	South Kordofan	10.885833	29.600000	1	0	""10.885833,29.6"""
"25/03/2016	2016	1	Remote violence	10	Sudan	Kordofan	South Kordofan	12.016667	31.683333	1	0	""12.016667,31.683333"""
"25/03/2016	2016	1	Remote violence	10	Sudan	Blue Nile	Blue Nile	10.716670	33.482220	2	0	""10.71667,33.48222"""
"25/03/2016	2016	1	Remote violence	10	Sudan	Kordofan	South Kordofan	11.009700	30.012200	1	0	""11.0097,30.0122"""
"27/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	10.842050	30.517000	1	0	""10.84205,30.517"""
"27/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	10.626104	29.943600	1	0	""10.626104,29.9436"""
"27/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	10.903611	29.903333	1	0	""10.903611,29.903333"""
"27/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.210790	30.524800	1	0	""11.21079,30.5248"""
"27/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	10.716670	30.400000	1	0	""10.71667,30.4"""
"27/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.467800	29.699600	1	0	""11.4678,29.6996"""
"27/03/2016	2016	1	Remote violence	17	Sudan	Darfur	South Darfur	12.783186	24.583197	1	4	""12.783186,24.583197"""
"27/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	10.812500	30.453330	1	17	""10.8125,30.45333"""
"27/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	12.016667	31.683333	1	8	""12.016667,31.683333"""
"27/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	10.861400	30.032800	1	0	""10.8614,30.0328"""
"28/03/2016	2016	1	Battle-Government regains territory	12	Sudan	Kordofan	South Kordofan	11.146700	30.149200	1	10	""11.1467,30.1492"""
"28/03/2016	2016	1	Battle-Government regains territory	12	Sudan	Kordofan	South Kordofan	10.893283	30.032150	1	10	""10.893283,30.03215"""
"28/03/2016	2016	1	Battle-Government regains territory	12	Sudan	Kordofan	South Kordofan	11.645350	30.177367	1	10	""11.64535,30.177367"""
"28/03/2016	2016	1	Remote violence	10	Sudan	Blue Nile	Blue Nile	10.331670	34.214440	1	0	""10.33167,34.21444"""
"28/03/2016	2016	1	Remote violence	10	Sudan	Blue Nile	Blue Nile	10.300000	34.126300	1	0	""10.3,34.1263"""
"28/03/2016	2016	2	Violence against civilians	37	Sudan	Blue Nile	Blue Nile	11.789790	34.359860	1	0	""11.78979,34.35986"""
"28/03/2016	2016	1	Battle-Government regains territory	12	Sudan	Kordofan	South Kordofan	11.693256	29.863054	1	10	""11.693256,29.863054"""
"28/03/2016	2016	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.632239	25.246719	2	0	""13.632239,25.246719"""
"28/03/2016	2016	1	Battle-Government regains territory	12	Sudan	Kordofan	South Kordofan	11.152517	30.026533	2	55	""11.152517,30.026533"""
"28/03/2016	2016	1	Remote violence	12	Sudan	Blue Nile	Blue Nile	10.236642	34.017248	2	0	""10.236642,34.017248"""
"29/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.146700	30.149200	1	0	""11.1467,30.1492"""
"29/03/2016	2016	1	Battle-Non-state actor overtakes territory	12	Sudan	Kordofan	South Kordofan	11.146700	30.149200	1	60	""11.1467,30.1492"""
"29/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.152517	30.026533	1	0	""11.152517,30.026533"""
"29/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.034830	28.416670	2	7	""11.03483,28.41667"""
"29/03/2016	2016	1	Remote violence	33	Sudan	Kordofan	South Kordofan	11.856430	31.063560	1	3	""11.85643,31.06356"""
"29/03/2016	2016	1	Battle-Government regains territory	12	Sudan	Kordofan	South Kordofan	11.009700	30.012200	1	10	""11.0097,30.0122"""
"30/03/2016	2016	1	Remote violence	12	Sudan	Kordofan	South Kordofan	10.360389	30.689639	1	0	""10.360389,30.689639"""
"30/03/2016	2016	1	Remote violence	12	Sudan	Kordofan	South Kordofan	11.511480	29.020800	1	0	""11.51148,29.0208"""
"30/03/2016	2016	1	Violence against civilians	47	Sudan	Darfur	Central Darfur	12.479632	23.253865	1	0	""12.479632,23.253865"""
"30/03/2016	2016	1	Remote violence	12	Sudan	Kordofan	South Kordofan	11.014238	29.729401	1	0	""11.014238,29.729401"""
"30/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.152517	30.026533	1	0	""11.152517,30.026533"""
"30/03/2016	2016	1	Remote violence	12	Sudan	Kordofan	South Kordofan	10.933333	29.716667	1	0	""10.933333,29.716667"""
"31/03/2016	2016	1	Remote violence	10	Sudan	Kordofan	South Kordofan	12.148154	30.794822	1	0	""12.148154,30.794822"""
"31/03/2016	2016	1	Violence against civilians	37	Sudan	Blue Nile	White Nile	14.000630	32.317570	1	0	""14.00063,32.31757"""
"31/03/2016	2016	1	Riots/Protests	16	Sudan	Kordofan	North Kordofan	13.167649	30.244894	1	0	""13.167649,30.244894"""
"31/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.152517	30.026533	1	0	""11.152517,30.026533"""
"31/03/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	10.861400	30.032800	1	10	""10.8614,30.0328"""
"31/03/2016	2016	1	Remote violence	17	Sudan	Kordofan	South Kordofan	10.861400	30.032800	1	2	""10.8614,30.0328"""
"02/04/2016	2016	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	10.30056	34.20694	2	10	""10.30056,34.20694"""
"02/04/2016	2016	1	Riots/Protests	60	Sudan	Darfur	South Darfur	12.00517	25.01537	1	0	""12.005172,25.015369"""
"03/04/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.21079	30.52480	1	100	""11.21079,30.5248"""
"03/04/2016	2016	1	Battle-Non-state actor overtakes territory	12	Sudan	Kordofan	South Kordofan	11.152520	30.026530	1	0	""11.15252,30.02653"""
"03/04/2016	2016	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	10.30056	34.20694	2	10	""10.30056,34.20694"""
"03/04/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.00970	30.01220	1	13	""11.0097,30.0122"""
"03/04/2016	2016	1	Remote violence	12	Sudan	Kordofan	South Kordofan	11.01424	29.72940	1	3	""11.014238,29.729401"""
"03/04/2016	2016	1	Remote violence	17	Sudan	Kordofan	South Kordofan	11.08793	30.61156	1	1	""11.08793,30.61156"""
"03/04/2016	2016	1	Riots/Protests	60	Sudan	Kordofan	South Kordofan	11.03333	28.90705	1	0	""11.03333,28.90705"""
"03/04/2016	2016	1	Riots/Protests	60	Sudan	Darfur	South Darfur	12.00517	25.01537	1	0	""12.005172,25.015369"""
"03/04/2016	2016	2	Violence against civilians	37	Sudan	Kordofan	South Kordofan	11.01424	29.72940	1	1	""11.01424,29.7294"""
"04/04/2016	2016	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	10.30056	34.20694	2	10	""10.30056,34.20694"""
"04/04/2016	2016	1	Remote violence	17	Sudan	Darfur	Central Darfur	13.12847	24.28137	2	1	""13.12847,24.28137"""
"04/04/2016	2016	1	Remote violence	12	Sudan	Kordofan	South Kordofan	11.15252	30.02653	1	0	""11.152517,30.026533"""
"04/04/2016	2016	1	Remote violence	17	Sudan	Kordofan	South Kordofan	11.11969	30.52383	1	0	""11.119694,30.523833"""
"04/04/2016	2016	1	Remote violence	12	Sudan	Kordofan	South Kordofan	10.86140	30.03280	2	0	""10.8614,30.0328"""
"04/04/2016	2016	1	Remote violence	12	Sudan	Kordofan	South Kordofan	11.00970	30.01220	1	0	""11.0097,30.0122"""
"04/04/2016	2016	1	Riots/Protests	16	Sudan	Khartoum	Khartoum	15.57253	32.53635	1	0	""15.572527,32.536353"""
"04/04/2016	2016	1	Violence against civilians	17	Sudan	Darfur	Central Darfur	13.12847	24.28137	1	2	""13.12847,24.28137"""
"04/04/2016	2016	2	Battle-No change of territory	12	Sudan	Darfur	Central Darfur	13.078750	24.319280	2	89	""13.07875,24.31928"""
"04/04/2016	2016	2	Strategic development	10	Sudan	Darfur	Central Darfur	13.078750	24.319280	2	0	""13.07875,24.31928"""
"04/04/2016	2016	1	Riots/Protests	60	Sudan	Blue Nile	White Nile	13.148460	32.667510	1	0	""13.14846,32.66751"""
"05/04/2016	2016	1	Battle-No change of territory	13	Sudan	Darfur	North Darfur	13.62639	25.35594	1	1	""13.626394,25.355939"""
"05/04/2016	2016	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	10.30056	34.20694	2	0	""10.30056,34.20694"""
"06/04/2016	2016	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	11.14670	30.14920	2	0	""11.1467,30.1492"""
