EVENT_DATE	YEAR	TIME_PRECISION	EVENT_TYPE	INTERACTION	COUNTRY	ADMIN1	ADMIN2	LATITUDE	LONGITUDE	GEO_PRECISION	SOURCE	FATALITIES	latlong
27/09/2015	2015	1	Violence against civilians	37	Sudan	Darfur	South Darfur	11.27543	25.14026	1	Radio Dabanga	0	"11.275428,25.140264"
27/09/2015	2015	1	Violence against civilians	37	Sudan	Darfur	South Darfur	11.30006	24.18311	1	Radio Dabanga	0	"11.30006,24.18311"
28/09/2015	2015	1	Strategic development	37	Sudan	Darfur	South Darfur	12.72364	24.90286	1	Radio Dabanga	0	"12.723639,24.902861"
28/09/2015	2015	1	Violence against civilians	37	Sudan	Darfur	South Darfur	12.46641	24.09995	1	Radio Dabanga	0	"12.466407,24.09995"
28/09/2015	2015	1	Violence against civilians	37	Sudan	Darfur	West Darfur	13.36699	22.88006	1	Radio Dabanga	0	"13.366994,22.880055"
29/09/2015	2015	1	Remote violence	10	Sudan	Kordofan	South Kordofan	11.00970	30.01220	1	Radio Dabanga	0	"11.0097,30.0122"
29/09/2015	2015	1	Strategic development	30	Sudan	Darfur	South Darfur	12.72364	24.90286	2	Radio Dabanga	0	"12.723639,24.902861"
01/10/2015	2015	1	Riots/Protests	60	Sudan	Darfur	Central Darfur	12.89999	23.48106	1	Radio Dabanga	0	"12.899989,23.481064"
01/10/2015	2015	1	Strategic development	30	Sudan	Darfur	West Darfur	13.83385	22.29727	1	Radio Dabanga	0	"13.83385,22.29727"
01/10/2015	2015	1	Strategic development	30	Sudan	Darfur	West Darfur	13.82418	22.31355	1	Radio Dabanga	0	"13.82418,22.31355"
03/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.21116	24.99887	1	Radio Dabanga	0	"13.211156,24.998867"
03/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	11.93966	23.07497	1	Radio Dabanga	0	"11.93966,23.07497"
05/10/2015	2015	1	Strategic development	20	Sudan	Kordofan	South Kordofan	11.01424	29.72940	2	Radio Tamazuj	0	"11.014238,29.729401"
05/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.51573	24.86526	1	Radio Dabanga	0	"13.515734,24.865255"
05/10/2015	2015	2	Violence against civilians	37	Sudan	Darfur	West Darfur	13.80572	22.50673	1	Radio Dabanga	0	"13.805717,22.506733"
06/10/2015	2015	1	Riots/Protests	60	Sudan	Darfur	West Darfur	13.80572	22.50673	1	Radio Dabanga	0	"13.805717,22.506733"
07/10/2015	2015	1	Remote violence	17	Sudan	Darfur	Central Darfur	13.27564	24.63691	2	Radio Dabanga	2	"13.275642,24.636914"
08/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	South Darfur	11.11914	24.46911	1	Radio Dabanga	1	"11.119135,24.469105"
10/10/2015	2015	1	Remote violence	10	Sudan	Darfur	North Darfur	13.15213	24.76425	1	Radio Dabanga	0	"13.152125,24.764247"
10/10/2015	2015	1	Remote violence	10	Sudan	Darfur	South Darfur	12.20598	23.91253	1	Radio Dabanga	0	"12.205983,23.912533"
11/10/2015	2015	1	Remote violence	10	Sudan	Darfur	North Darfur	13.15213	24.76425	1	Radio Dabanga	0	"13.152125,24.764247"
11/10/2015	2015	1	Remote violence	10	Sudan	Darfur	South Darfur	12.20598	23.91253	1	Radio Dabanga	0	"12.20598,23.91253"
11/10/2015	2015	1	Riots/Protests	60	Sudan	Khartoum	Khartoum	15.63385	32.49166	1	Radio Dabanga	0	"15.63385,32.49166"
11/10/2015	2015	1	Violence against civilians	37	Sudan	Kassala	Kassala	15.42963	36.41046	3	Radio Dabanga	0	"15.42963,36.410462"
11/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.42535	25.15198	1	Radio Dabanga	0	"14.425354,25.151982"
11/10/2015	2015	1	Violence against civilians	17	Sudan	Darfur	Central Darfur	12.89999	23.48106	1	Radio Dabanga	1	"12.89999,23.48106"
11/10/2015	2015	1	Violence against civilians	17	Sudan	Darfur	North Darfur	13.53353	23.34602	1	Radio Dabanga	0	"13.53353,23.34602"
12/10/2015	2015	2	Battle-No change of territory	33	Sudan	Kassala	Gedaref	14.04793	35.38835	2	Sudan Tribune	1	"14.047931,35.38835"
12/10/2015	2015	2	Violence against civilians	47	Sudan	Darfur	Central Darfur	13.24172	24.06628	1	Radio Dabanga	0	"13.241715,24.066275"
12/10/2015	2015	2	Violence against civilians	47	Sudan	Darfur	North Darfur	13.23613	24.96575	1	Radio Dabanga	0	"13.236128,24.965753"
12/10/2015	2015	2	Violence against civilians	47	Sudan	Darfur	North Darfur	13.45358	24.91529	1	Radio Dabanga	0	"13.45358,24.91529"
12/10/2015	2015	2	Violence against civilians	47	Sudan	Darfur	North Darfur	14.05542	24.50885	1	Radio Dabanga	0	"14.05542,24.50885"
12/10/2015	2015	2	Violence against civilians	47	Sudan	Darfur	North Darfur	13.08003	24.79393	1	Radio Dabanga	0	"13.08003,24.79393"
12/10/2015	2015	2	Violence against civilians	47	Sudan	Darfur	North Darfur	13.15765	25.01940	1	Radio Dabanga	0	"13.15765,25.0194"
12/10/2015	2015	2	Violence against civilians	47	Sudan	Darfur	North Darfur	13.14493	24.68604	1	Radio Dabanga	0	"13.144925,24.686039"
12/10/2015	2015	2	Violence against civilians	47	Sudan	Darfur	North Darfur	13.28333	24.78333	1	Radio Dabanga	0	"13.283333,24.783333"
12/10/2015	2015	2	Violence against civilians	47	Sudan	Darfur	Central Darfur	12.97067	23.54317	1	Radio Dabanga	0	"12.97067,23.54317"
12/10/2015	2015	2	Violence against civilians	47	Sudan	Darfur	South Darfur	11.65258	25.25855	1	Radio Dabanga	0	"11.65258,25.25855"
13/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.02700	23.79181	1	Radio Dabanga	0	"14.027,23.791806"
13/10/2015	2015	1	Violence against civilians	36	Sudan	Khartoum	Khartoum	15.63385	32.49166	1	Radio Dabanga	0	"15.63385,32.491655"
14/10/2015	2015	1	Battle-No change of territory	44	Sudan	Darfur	North Darfur	13.75514	23.18660	1	Radio Dabanga	6	"13.75514,23.186597"
16/10/2015	2015	1	Riots/Protests	60	Sudan	Khartoum	Khartoum	15.57253	32.53635	1	Sudan News Agency	0	"15.572527,32.536353"
17/10/2015	2015	1	Battle-No change of territory	38	Sudan	Darfur	West Darfur	13.36699	22.88006	2	Radio Dabanga	1	"13.366994,22.880055"
17/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.51573	24.86526	2	Radio Dabanga	0	"13.515734,24.865255"
17/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	South Darfur	11.27543	25.14026	2	Radio Dabanga	0	"11.275428,25.140264"
19/10/2015	2015	2	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.96680	24.03358	2	Radio Dabanga	0	"12.9668,24.03358"
19/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	South Darfur	12.50521	24.28546	1	Radio Dabanga	0	"12.50521,24.28546"
20/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.33306	24.89972	2	Radio Dabanga	1	"13.333056,24.899722"
20/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.15235	24.56101	1	Radio Dabanga	0	"14.15235,24.56101"
22/10/2015	2015	1	Battle-No change of territory	44	Sudan	Darfur	North Darfur	14.13602	25.55285	1	Radio Dabanga	1	"14.13602,25.55285"
22/10/2015	2015	1	Battle-No change of territory	44	Sudan	Darfur	Central Darfur	11.13900	22.96600	1	Radio Dabanga	4	"11.139,22.966"
22/10/2015	2015	1	Strategic development	17	Sudan	Kordofan	South Kordofan	11.03534	27.75254	1	Radio Tamazuj	0	"11.03534,27.75254"
23/10/2015	2015	1	Battle-No change of territory	44	Sudan	Darfur	Central Darfur	11.13900	22.96600	1	Radio Dabanga	3	"11.139,22.966"
23/10/2015	2015	1	Violence against civilians	17	Sudan	Darfur	Central Darfur	12.96680	24.03358	2	Radio Dabanga	0	"12.9668,24.03358"
24/10/2015	2015	1	Battle-No change of territory	13	Sudan	Darfur	Central Darfur	11.93966	23.07497	1	Radio Dabanga	0	"11.93966,23.07497"
24/10/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	14.65207	25.10526	2	Radio Dabanga	0	"14.652067,25.105256"
24/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	West Darfur	14.41720	22.48789	1	Radio Dabanga	0	"14.417197,22.487894"
25/10/2015	2015	1	Battle-No change of territory	33	Sudan	Darfur	Central Darfur	12.96680	24.03358	1	Radio Dabanga	0	"12.9668,24.03358"
25/10/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	14.48278	25.92833	2	Radio Dabanga	0	"14.482778,25.928333"
25/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.20000	24.65000	1	Radio Dabanga	0	"14.2,24.65"
25/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.96680	24.03358	1	Radio Dabanga	0	"12.9668,24.03358"
26/10/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	13.75514	23.18660	1	Radio Dabanga	0	"13.75514,23.186597"
26/10/2015	2015	1	Violence against civilians	17	Sudan	Khartoum	Khartoum	15.64472	32.45485	1	Radio Dabanga	0	"15.644718,32.454851"
26/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.20000	24.65000	1	Radio Dabanga	0	"14.2,24.65"
26/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.31014	25.08774	2	Radio Dabanga	0	"13.310141,25.087744"
26/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.96680	24.03358	1	Radio Dabanga	0	"12.9668,24.03358"
27/10/2015	2015	1	Battle-No change of territory	14	Sudan	Darfur	West Darfur	13.76685	22.16691	1	Radio Dabanga	1	"13.766854,22.166906"
27/10/2015	2015	1	Riots/Protests	60	Sudan	Khartoum	Khartoum	15.63650	32.53034	1	Radio Dabanga	0	"15.636499,32.530335"
27/10/2015	2015	1	Riots/Protests	60	Sudan	Khartoum	Khartoum	15.57253	32.53635	1	Forum on China-Africa Cooperation	0	"15.572527,32.536353"
27/10/2015	2015	1	Violence against civilians	47	Sudan	Darfur	West Darfur	13.76685	22.16691	1	Radio Dabanga	0	"13.766854,22.166906"
27/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.30958	25.13631	2	Radio Dabanga	0	"13.30958,25.13631"
27/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.14493	24.68604	1	Radio Dabanga	0	"13.144925,24.686039"
27/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.33306	24.89972	2	Radio Dabanga	0	"13.333056,24.899722"
28/10/2015	2015	1	Violence against civilians	37	Sudan	Kassala	Gedaref	14.04793	35.38835	2	Sudan Tribune	16	"14.047931,35.38835"
28/10/2015	2015	1	Violence against civilians	17	Sudan	Khartoum	Khartoum	15.64472	32.45485	1	Radio Dabanga	0	"15.644718,32.454851"
29/10/2015	2015	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	11.50190	34.15010	1	Radio Dabanga	20	"11.5019,34.1501"
29/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.14493	24.68604	1	Radio Dabanga	0	"13.144925,24.686039"
29/10/2015	2015	1	Violence against civilians	27	Sudan	Blue Nile	Blue Nile	11.78979	34.35986	3	Radio Tamazuj	0	"11.789792,34.359864"
30/10/2015	2015	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	11.50190	34.15010	1	Sudan Tribune	20	"11.5019,34.1501"
30/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	13.25497	23.97194	1	Radio Dabanga	0	"13.254968,23.971936"
30/10/2015	2015	1	Violence against civilians	37	Sudan	Blue Nile	Blue Nile	11.73354	33.50392	2	Radio Tamazuj	10	"11.73354,33.50392"
31/10/2015	2015	1	Violence against civilians	37	Sudan	Kassala	Gedaref	12.96667	35.83333	1	Radio Dabanga	0	"12.966667,35.833333"
31/10/2015	2015	1	Violence against civilians	37	Sudan	Darfur	South Darfur	10.55000	25.00000	1	Radio Dabanga	0	"10.549996,25.000001"
01/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	South Darfur	11.27543	25.14026	2	Radio Dabanga	1	"11.275428,25.140264"
01/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.96680	24.03358	2	Radio Dabanga	0	"12.9668,24.03358"
02/11/2015	2015	1	Battle-No change of territory	23	Sudan	Blue Nile	Blue Nile	11.80400	34.07050	2	Radio Dabanga; Sudan Tribune	10	"11.804,34.0705"
02/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.96680	24.03358	2	Radio Dabanga	0	"12.9668,24.03358"
03/11/2015	2015	1	Riots/Protests	60	Sudan	Darfur	Central Darfur	12.37253	23.13754	1	Radio Dabanga	0	"12.372531,23.137544"
03/11/2015	2015	1	Riots/Protests	60	Sudan	Darfur	Central Darfur	12.89999	23.48106	1	Radio Dabanga	0	"12.899989,23.481064"
03/11/2015	2015	1	Riots/Protests	60	Sudan	Darfur	Central Darfur	12.96680	24.03358	1	Radio Dabanga	0	"12.9668,24.03358"
03/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	13.51573	24.86526	2	Radio Dabanga	0	"13.515734,24.865255"
03/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.02700	23.79181	1	Radio Dabanga	0	"14.027,23.791806"
04/11/2015	2015	1	Battle-No change of territory	13	Sudan	Darfur	South Darfur	13.07103	24.51514	1	Radio Dabanga	7	"13.071028,24.515139"
04/11/2015	2015	1	Remote violence	37	Sudan	Darfur	South Darfur	13.07103	24.51514	1	Radio Dabanga	2	"13.071028,24.515139"
04/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.02700	23.79181	1	Radio Dabanga	0	"14.027,23.791806"
04/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	South Darfur	12.86025	24.51157	1	Radio Dabanga	0	"12.86025,24.51157"
04/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	East Darfur	11.62326	25.62683	2	Radio Dabanga	0	"11.62326,25.62683"
04/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.08003	24.79393	1	Radio Dabanga	0	"13.080025,24.793925"
04/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.15213	24.76425	1	Radio Dabanga	0	"13.15213,24.76425"
07/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.31775	25.25942	1	Radio Dabanga	0	"13.317747,25.25942"
08/11/2015	2015	1	Violence against civilians	17	Sudan	Darfur	North Darfur	14.20647	24.64988	2	Radio Dabanga	2	"14.206471,24.649877"
08/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.31014	25.08774	2	Radio Dabanga	0	"13.310141,25.087744"
09/11/2015	2015	1	Battle-No change of territory	44	Sudan	Darfur	North Darfur	14.33362	25.93891	1	Sudan Tribune	2	"14.333619,25.938908"
09/11/2015	2015	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.27564	24.63691	2	Radio Dabanga	0	"13.275642,24.636914"
09/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	13.80000	23.70000	1	Radio Dabanga	0	"13.8,23.7"
09/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	13.08129	23.89005	1	Radio Dabanga	0	"13.081288,23.890054"
09/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.39545	24.90400	1	Radio Dabanga	0	"13.395452,24.904"
09/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	South Darfur	12.80317	24.44141	1	Radio Dabanga	1	"12.803169,24.441405"
09/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.85233	24.75476	1	Radio Dabanga	1	"13.852331,24.754756"
09/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	11.95001	23.28316	1	Radio Dabanga	0	"11.95001,23.283158"
09/11/2015	2015	1	Violence against civilians	27	Sudan	Kordofan	South Kordofan	9.59525	28.43493	1	Akhir Lahzah	15	"9.595247,28.434934"
10/11/2015	2015	1	Riots/Protests	16	Sudan	Kassala	Red Sea	19.58958	37.21520	1	Radio Dabanga	0	"19.58958,37.2152"
10/11/2015	2015	1	Riots/Protests	60	Sudan	Kordofan	South Kordofan	9.59525	28.43493	1	Radio Tamazuj	0	"9.595247,28.434934"
10/11/2015	2015	1	Strategic development	30	Sudan	Darfur	North Darfur	14.02700	23.79181	1	Radio Dabanga	0	"14.027,23.79181"
10/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	South Darfur	12.50521	24.28546	1	Radio Dabanga	0	"12.505209,24.285461"
11/11/2015	2015	1	Remote violence	37	Sudan	Darfur	North Darfur	14.23333	25.91667	2	Radio Dabanga	3	"14.233333,25.916667"
11/11/2015	2015	1	Riots/Protests	50	Sudan	Khartoum	Khartoum	15.64472	32.45485	1	Radio Dabanga	0	"15.64472,32.45485"
11/11/2015	2015	1	Violence against civilians	37	Sudan	Kassala	Gedaref	12.96667	35.83333	1	Radio Dabanga	0	"12.96667,35.83333"
11/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	Central Darfur	12.98319	23.73317	2	Radio Dabanga	0	"12.983186,23.73317"
11/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	South Darfur	12.50521	24.28546	2	Radio Dabanga	1	"12.505209,24.285461"
11/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.51573	24.86526	1	Radio Dabanga	0	"13.515734,24.865255"
11/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	West Darfur	12.75000	22.58333	1	Radio Dabanga	0	"12.75,22.583333"
12/11/2015	2015	1	Battle-No change of territory	34	Sudan	Darfur	South Darfur	12.50521	24.28546	2	Radio Dabanga	1	"12.505209,24.285461"
12/11/2015	2015	1	Riots/Protests	60	Sudan	Darfur	South Darfur	12.05557	24.89058	1	Radio Dabanga	0	"12.055573,24.890583"
12/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	Central Darfur	12.98319	23.73317	2	Radio Dabanga	0	"12.983186,23.73317"
12/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	South Darfur	12.50521	24.28546	2	Radio Dabanga	0	"12.505209,24.285461"
12/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	South Darfur	12.05557	24.89058	2	Radio Dabanga	0	"12.055573,24.890583"
13/11/2015	2015	1	Riots/Protests	16	Sudan	Blue Nile	White Nile	13.14846	32.66751	1	Radio Dabanga	0	"13.148462,32.667511"
13/11/2015	2015	2	Violence against civilians	37	Sudan	Kordofan	South Kordofan	9.59525	28.43493	2	Radio Tamazuj	13	"9.595247,28.434934"
15/11/2015	2015	1	Battle-No change of territory	34	Sudan	Darfur	West Darfur	13.80572	22.50673	1	Radio Dabanga	0	"13.805717,22.506733"
15/11/2015	2015	1	Violence against civilians	37	Sudan	Kassala	Gedaref	14.04793	35.38835	2	Radio Dabanga	0	"14.047931,35.38835"
16/11/2015	2015	1	Battle-No change of territory	13	Sudan	Darfur	West Darfur	13.80572	22.50673	1	Radio Dabanga	0	"13.805717,22.506733"
16/11/2015	2015	1	Remote violence	37	Sudan	Darfur	Central Darfur	12.25567	22.98162	1	Radio Dabanga	2	"12.255667,22.981617"
16/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	West Darfur	13.80572	22.50673	1	Radio Dabanga	0	"13.805717,22.506733"
17/11/2015	2015	1	Violence against civilians	37	Sudan	Khartoum	Khartoum	15.57253	32.53635	1	Radio Dabanga	0	"15.572527,32.536353"
17/11/2015	2015	1	Violence against civilians	17	Sudan	Blue Nile	Sennar	13.54219	33.61724	1	Radio Dabanga	0	"13.542189,33.617238"
18/11/2015	2015	1	Battle-No change of territory	44	Sudan	Darfur	South Darfur	11.55000	23.81685	1	Radio Dabanga	4	"11.549995,23.816851"
18/11/2015	2015	1	Riots/Protests	60	Sudan	Darfur	South Darfur	11.27543	25.14026	1	Radio Dabanga	0	"11.275428,25.140264"
18/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.96680	24.03358	2	Radio Dabanga	0	"12.9668,24.03358"
19/11/2015	2015	1	Riots/Protests	60	Sudan	Darfur	East Darfur	11.46186	26.12583	1	Radio Dabanga	0	"11.46186,26.12583"
19/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.97067	23.54317	1	Radio Dabanga	0	"12.970667,23.543167"
20/11/2015	2015	1	Battle-No change of territory	12	Sudan	Blue Nile	Blue Nile	11.29111	33.91528	1	Xinhua	0	"11.29111,33.91528"
21/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	West Darfur	12.75000	22.58333	1	Radio Dabanga	3	"12.75,22.583333"
23/11/2015	2015	2	Battle-No change of territory	44	Sudan	Northern	Northern	19.18422	30.47427	1	Radio Dabanga	2	"19.184224,30.474265"
23/11/2015	2015	1	Remote violence	17	Sudan	Darfur	Central Darfur	12.96680	24.03358	2	Radio Dabanga	1	"12.9668,24.03358"
23/11/2015	2015	2	Riots/Protests	15	Sudan	Darfur	Central Darfur	12.89999	23.48106	1	Radio Dabanga	0	"12.899989,23.481064"
23/11/2015	2015	2	Strategic development	44	Sudan	Darfur	South Darfur	11.76704	23.78646	1	Radio Dabanga	0	"11.767044,23.786464"
23/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	13.35971	25.07943	1	Radio Dabanga	0	"13.359706,25.079428"
23/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	13.34900	25.07200	1	Radio Dabanga	0	"13.349,25.072"
23/11/2015	2015	1	Violence against civilians	37	Sudan	Kassala	Gedaref	12.96667	35.83333	2	Radio Dabanga	1	"12.966667,35.833333"
24/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.41733	25.12902	1	Radio Dabanga	0	"13.417332,25.129015"
25/11/2015	2015	1	Battle-No change of territory	11	Sudan	Darfur	North Darfur	13.33306	24.89972	1	Radio Dabanga	7	"13.333056,24.899722"
25/11/2015	2015	1	Strategic development	17	Sudan	Khartoum	Khartoum	15.57253	32.53635	1	Radio Dabanga	0	"15.572527,32.536353"
26/11/2015	2015	1	Remote violence	37	Sudan	Kordofan	South Kordofan	9.59525	28.43493	1	Agence France Presse	2	"9.595247,28.434934"
27/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	East Darfur	12.07951	25.43609	1	Sudan Tribune	2	"12.079505,25.436089"
27/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	South Darfur	11.30124	25.12334	1	Sudan Tribune	1	"11.301239,25.123342"
28/11/2015	2015	1	Battle-No change of territory	34	Sudan	Darfur	North Darfur	13.44150	25.01583	1	Radio Dabanga	0	"13.4415,25.015833"
28/11/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	13.19733	24.77216	1	Radio Dabanga	1	"13.19733,24.77216"
28/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.97067	23.54317	1	Radio Dabanga	0	"12.97067,23.54317"
28/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.44150	25.01583	1	Radio Dabanga	1	"13.4415,25.015833"
28/11/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.47087	24.51953	1	Radio Dabanga	0	"13.47087,24.51953"
29/11/2015	2015	1	Battle-No change of territory	13	Sudan	Darfur	Central Darfur	12.47963	23.25387	1	Radio Dabanga	0	"12.479632,23.253865"
29/11/2015	2015	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.27564	24.63691	1	Radio Dabanga	0	"13.275642,24.636914"
29/11/2015	2015	1	Violence against civilians	37	Sudan	Blue Nile	White Nile	13.14846	32.66751	1	Radio Dabanga	0	"13.148462,32.667511"
29/11/2015	2015	1	Violence against civilians	37	Sudan	Khartoum	Khartoum	15.57253	32.53635	1	Radio Dabanga	0	"15.57253,32.53635"
30/11/2015	2015	1	Remote violence	10	Sudan	Darfur	Central Darfur	13.27564	24.63691	2	Radio Dabanga	0	"13.275642,24.636914"
30/11/2015	2015	1	Riots/Protests	16	Sudan	Kordofan	North Kordofan	14.40968	29.09946	1	Radio Dabanga	0	"14.409678,29.099459"
30/11/2015	2015	1	Riots/Protests	60	Sudan	Khartoum	Khartoum	15.57253	32.53635	1	Radio Tamazuj	0	"15.572527,32.536353"
02/12/2015	2015	1	Riots/Protests	60	Sudan	Northern	Northern	18.90000	32.13333	1	Radio Dabanga	0	"18.9,32.133333"
02/12/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	14.20647	24.64988	2	Radio Dabanga	1	"14.206471,24.649877"
02/12/2015	2015	1	Violence against civilians	47	Sudan	Darfur	Central Darfur	12.97067	23.54317	1	Radio Dabanga	0	"12.970667,23.543167"
02/12/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.68234	24.84959	1	Radio Dabanga	1	"14.68234,24.84959"
02/12/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.70653	24.28292	1	Radio Dabanga	0	"14.706533,24.282917"
03/12/2015	2015	1	Battle-No change of territory	12	Sudan	Kordofan	South Kordofan	12.08333	31.50083	2	Sudan Tribune; Xinhua	9	"12.08333,31.50083"
03/12/2015	2015	1	Battle-No change of territory	44	Sudan	Darfur	Central Darfur	11.13900	22.96600	1	Radio Dabanga	3	"11.139,22.966"
03/12/2015	2015	1	Riots/Protests	16	Sudan	Darfur	Central Darfur	12.89999	23.48106	1	Radio Dabanga; Sudan Tribune	0	"12.899989,23.481064"
03/12/2015	2015	1	Strategic development	40	Sudan	Darfur	North Darfur	13.40444	24.17528	1	Radio Dabanga	0	"13.404444,24.175278"
03/12/2015	2015	1	Strategic development	40	Sudan	Darfur	North Darfur	14.58278	25.65889	2	Radio Dabanga	0	"14.582778,25.658889"
03/12/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	12.80070	26.85692	1	Radio Dabanga	2	"12.800703,26.856919"
03/12/2015	2015	1	Violence against civilians	47	Sudan	Darfur	Central Darfur	12.98319	23.73317	1	Radio Dabanga	0	"12.983186,23.73317"
03/12/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	14.68234	24.84959	2	Radio Dabanga	12	"14.68234,24.84959"
03/12/2015	2015	1	Violence against civilians	47	Sudan	Kordofan	South Kordofan	9.59525	28.43493	2	Sudan Tribune	2	"9.595247,28.434934"
03/12/2015	2015	1	Violence against civilians	37	Sudan	Kordofan	South Kordofan	9.59525	28.43493	1	Radio Tamazuj	2	"9.595247,28.434934"
03/12/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.20647	24.64988	2	Radio Dabanga	0	"14.206471,24.649877"
05/12/2015	2015	1	Violence against civilians	47	Sudan	Darfur	North Darfur	13.47223	23.94845	1	Radio Dabanga	2	"13.472231,23.948447"
05/12/2015	2015	1	Violence against civilians	37	Sudan	Darfur	Central Darfur	12.96680	24.03358	1	Radio Dabanga	3	"12.9668,24.03358"
05/12/2015	2015	1	Violence against civilians	17	Sudan	Darfur	West Darfur	13.70966	22.25091	1	Radio Dabanga	0	"13.709656,22.250911"
07/12/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	13.21116	24.99887	1	Radio Dabanga	0	"13.211156,24.998867"
07/12/2015	2015	1	Violence against civilians	37	Sudan	Darfur	North Darfur	14.20647	24.64988	2	Radio Dabanga	0	"14.206471,24.649877"
